sensor_id,timestamp,temperature,humidity,aqi,noise
sensor_1,2026-03-13T11:37:59+00:00,20.7,82,28,75
sensor_2,2026-03-13T11:37:59+00:00,22.2,28,34,58
sensor_3,2026-03-13T11:37:59+00:00,21.0,27,59,89
sensor_4,2026-03-13T11:37:59+00:00,26.9,65,170,57
sensor_5,2026-03-13T11:37:59+00:00,37.2,30,151,66
sensor_1,2026-03-13T11:38:01+00:00,23.6,20,194,34
sensor_2,2026-03-13T11:38:01+00:00,39.2,23,155,37
sensor_3,2026-03-13T11:38:01+00:00,34.3,64,85,75
sensor_4,2026-03-13T11:38:01+00:00,18.6,30,33,62
sensor_5,2026-03-13T11:38:01+00:00,22.9,71,198,45
sensor_1,2026-03-13T11:38:03+00:00,31.4,33,102,42
sensor_2,2026-03-13T11:38:03+00:00,32.0,84,63,57
sensor_3,2026-03-13T11:38:03+00:00,35.2,29,182,30
sensor_4,2026-03-13T11:38:03+00:00,38.4,86,140,57
sensor_5,2026-03-13T11:38:03+00:00,31.1,40,200,61
sensor_1,2026-03-13T11:38:05+00:00,18.7,22,36,47
sensor_2,2026-03-13T11:38:05+00:00,30.2,76,185,63
sensor_3,2026-03-13T11:38:05+00:00,38.3,43,151,41
sensor_4,2026-03-13T11:38:05+00:00,26.9,39,121,38
sensor_5,2026-03-13T11:38:05+00:00,29.0,47,27,73
sensor_1,2026-03-13T11:38:07+00:00,39.5,69,148,49
sensor_2,2026-03-13T11:38:07+00:00,26.7,40,165,95
sensor_3,2026-03-13T11:38:07+00:00,25.1,71,127,32
sensor_4,2026-03-13T11:38:07+00:00,19.3,21,63,74
sensor_5,2026-03-13T11:38:07+00:00,35.3,36,31,37
sensor_1,2026-03-13T11:38:09+00:00,36.8,23,34,64
sensor_2,2026-03-13T11:38:09+00:00,31.1,61,152,75
sensor_3,2026-03-13T11:38:09+00:00,28.0,59,149,49
sensor_4,2026-03-13T11:38:09+00:00,39.1,81,195,89
sensor_5,2026-03-13T11:38:09+00:00,36.7,61,86,66
sensor_1,2026-03-13T11:38:11+00:00,23.3,48,89,57
sensor_2,2026-03-13T11:38:11+00:00,20.2,66,66,95
sensor_3,2026-03-13T11:38:11+00:00,19.3,87,84,82
sensor_4,2026-03-13T11:38:11+00:00,37.2,34,177,43
sensor_5,2026-03-13T11:38:11+00:00,18.2,28,205,95
sensor_1,2026-03-13T11:38:13+00:00,28.8,51,85,88
sensor_2,2026-03-13T11:38:13+00:00,36.8,35,70,75
sensor_3,2026-03-13T11:38:13+00:00,23.8,82,181,63
sensor_4,2026-03-13T11:38:13+00:00,34.7,25,91,43
sensor_5,2026-03-13T11:38:13+00:00,32.5,63,64,89
sensor_1,2026-03-13T11:38:15+00:00,20.6,78,212,31
sensor_2,2026-03-13T11:38:15+00:00,33.1,70,122,40
sensor_3,2026-03-13T11:38:15+00:00,29.8,36,99,62
sensor_4,2026-03-13T11:38:15+00:00,25.2,56,186,36
sensor_5,2026-03-13T11:38:15+00:00,29.3,84,180,57
sensor_1,2026-03-13T11:38:17+00:00,31.5,45,82,48
sensor_2,2026-03-13T11:38:17+00:00,18.7,64,175,64
sensor_3,2026-03-13T11:38:17+00:00,31.3,42,27,79
sensor_4,2026-03-13T11:38:17+00:00,28.9,64,52,60
sensor_5,2026-03-13T11:38:17+00:00,32.6,85,147,64
sensor_1,2026-03-13T11:38:19+00:00,23.9,50,196,32
sensor_2,2026-03-13T11:38:19+00:00,28.3,48,206,95
sensor_3,2026-03-13T11:38:19+00:00,26.9,60,135,46
sensor_4,2026-03-13T11:38:19+00:00,28.6,51,82,92
sensor_5,2026-03-13T11:38:19+00:00,19.9,81,98,66
sensor_1,2026-03-13T11:38:21+00:00,29.3,29,30,49
sensor_2,2026-03-13T11:38:21+00:00,31.5,46,205,88
sensor_3,2026-03-13T11:38:21+00:00,39.0,37,109,73
sensor_4,2026-03-13T11:38:21+00:00,39.4,39,181,92
sensor_5,2026-03-13T11:38:21+00:00,35.3,25,180,81
sensor_1,2026-03-13T11:38:23+00:00,37.4,23,164,40
sensor_2,2026-03-13T11:38:23+00:00,31.4,52,24,59
sensor_3,2026-03-13T11:38:23+00:00,34.4,48,174,40
sensor_4,2026-03-13T11:38:23+00:00,38.6,73,21,77
sensor_5,2026-03-13T11:38:23+00:00,36.0,38,55,49
sensor_1,2026-03-13T11:38:25+00:00,25.9,30,76,32
sensor_2,2026-03-13T11:38:25+00:00,31.3,27,151,30
sensor_3,2026-03-13T11:38:25+00:00,31.6,40,187,53
sensor_4,2026-03-13T11:38:25+00:00,33.1,49,35,64
sensor_5,2026-03-13T11:38:25+00:00,36.8,89,85,44
sensor_1,2026-03-13T11:38:27+00:00,39.2,75,192,47
sensor_2,2026-03-13T11:38:27+00:00,21.6,30,43,89
sensor_3,2026-03-13T11:38:27+00:00,23.4,44,92,43
sensor_4,2026-03-13T11:38:27+00:00,21.2,57,145,31
sensor_5,2026-03-13T11:38:27+00:00,25.9,51,22,33
sensor_1,2026-03-13T11:38:29+00:00,27.6,33,144,43
sensor_2,2026-03-13T11:38:29+00:00,28.5,47,41,62
sensor_3,2026-03-13T11:38:29+00:00,29.6,71,60,32
sensor_4,2026-03-13T11:38:29+00:00,37.2,71,190,52
sensor_5,2026-03-13T11:38:29+00:00,34.5,84,184,60
sensor_1,2026-03-13T11:38:31+00:00,36.5,74,213,38
sensor_2,2026-03-13T11:38:31+00:00,36.7,74,83,74
sensor_3,2026-03-13T11:38:31+00:00,18.4,86,180,88
sensor_4,2026-03-13T11:38:31+00:00,30.7,80,203,77
sensor_5,2026-03-13T11:38:31+00:00,28.1,47,28,43
sensor_1,2026-03-13T11:38:33+00:00,26.6,59,195,46
sensor_2,2026-03-13T11:38:33+00:00,20.6,52,135,84
sensor_3,2026-03-13T11:38:33+00:00,32.7,25,117,54
sensor_4,2026-03-13T11:38:33+00:00,27.8,68,32,67
sensor_5,2026-03-13T11:38:33+00:00,24.5,27,56,92
sensor_1,2026-03-13T11:38:35+00:00,26.9,34,85,81
sensor_2,2026-03-13T11:38:35+00:00,29.3,84,32,59
sensor_3,2026-03-13T11:38:35+00:00,29.6,22,94,70
sensor_4,2026-03-13T11:38:35+00:00,21.4,89,210,73
sensor_5,2026-03-13T11:38:35+00:00,33.4,37,26,34
sensor_1,2026-03-13T11:38:37+00:00,19.2,88,40,36
sensor_2,2026-03-13T11:38:37+00:00,18.4,38,25,71
sensor_3,2026-03-13T11:38:37+00:00,27.3,67,36,36
sensor_4,2026-03-13T11:38:37+00:00,35.1,26,121,71
sensor_5,2026-03-13T11:38:37+00:00,30.9,42,40,39
sensor_1,2026-03-13T11:38:39+00:00,28.5,43,203,66
sensor_2,2026-03-13T11:38:39+00:00,36.9,38,41,64
sensor_3,2026-03-13T11:38:39+00:00,24.5,47,21,67
sensor_4,2026-03-13T11:38:39+00:00,23.9,65,216,58
sensor_5,2026-03-13T11:38:39+00:00,38.6,75,54,33
sensor_1,2026-03-13T11:38:41+00:00,27.5,63,134,33
sensor_2,2026-03-13T11:38:41+00:00,27.8,74,76,78
sensor_3,2026-03-13T11:38:41+00:00,23.5,45,143,75
sensor_4,2026-03-13T11:38:41+00:00,20.6,61,191,58
sensor_5,2026-03-13T11:38:41+00:00,26.3,84,198,87
sensor_1,2026-03-13T11:38:43+00:00,20.7,52,153,66
sensor_2,2026-03-13T11:38:43+00:00,37.1,31,174,34
sensor_3,2026-03-13T11:38:43+00:00,30.4,74,94,75
sensor_4,2026-03-13T11:38:43+00:00,33.5,85,216,82
sensor_5,2026-03-13T11:38:43+00:00,26.6,86,29,47
sensor_1,2026-03-13T11:38:45+00:00,39.8,32,49,41
sensor_2,2026-03-13T11:38:45+00:00,30.9,72,141,78
sensor_3,2026-03-13T11:38:45+00:00,23.5,53,167,55
sensor_4,2026-03-13T11:38:45+00:00,38.9,71,53,34
sensor_5,2026-03-13T11:38:45+00:00,19.2,38,108,49
sensor_1,2026-03-13T11:38:47+00:00,29.1,65,77,40
sensor_2,2026-03-13T11:38:47+00:00,36.5,86,78,77
sensor_3,2026-03-13T11:38:47+00:00,34.2,22,199,43
sensor_4,2026-03-13T11:38:47+00:00,37.4,75,113,73
sensor_5,2026-03-13T11:38:47+00:00,35.0,49,40,78
sensor_1,2026-03-13T11:38:49+00:00,19.6,75,182,75
sensor_2,2026-03-13T11:38:49+00:00,27.0,31,179,48
sensor_3,2026-03-13T11:38:49+00:00,39.5,26,60,83
sensor_4,2026-03-13T11:38:49+00:00,34.1,39,23,48
sensor_5,2026-03-13T11:38:49+00:00,36.4,77,217,43
sensor_1,2026-03-13T11:38:51+00:00,31.9,51,52,74
sensor_2,2026-03-13T11:38:51+00:00,29.6,87,46,45
sensor_3,2026-03-13T11:38:51+00:00,32.2,34,158,33
sensor_4,2026-03-13T11:38:51+00:00,36.4,40,204,91
sensor_5,2026-03-13T11:38:51+00:00,38.2,24,192,71
sensor_1,2026-03-13T11:38:53+00:00,26.7,26,54,61
sensor_2,2026-03-13T11:38:53+00:00,39.1,90,145,30
sensor_3,2026-03-13T11:38:53+00:00,38.1,34,143,38
sensor_4,2026-03-13T11:38:53+00:00,24.5,64,38,75
sensor_5,2026-03-13T11:38:53+00:00,20.8,54,176,89
sensor_1,2026-03-13T11:38:55+00:00,28.0,62,139,95
sensor_2,2026-03-13T11:38:55+00:00,25.5,31,161,41
sensor_3,2026-03-13T11:38:55+00:00,18.6,38,130,53
sensor_4,2026-03-13T11:38:55+00:00,33.4,68,127,37
sensor_5,2026-03-13T11:38:55+00:00,37.1,69,111,64
sensor_1,2026-03-13T11:38:57+00:00,35.3,41,111,57
sensor_2,2026-03-13T11:38:57+00:00,19.2,49,144,50
sensor_3,2026-03-13T11:38:57+00:00,28.5,43,157,93
sensor_4,2026-03-13T11:38:57+00:00,21.5,35,63,64
sensor_5,2026-03-13T11:38:57+00:00,37.4,62,158,44
sensor_1,2026-03-13T11:38:59+00:00,35.6,64,22,55
sensor_2,2026-03-13T11:38:59+00:00,35.5,35,21,75
sensor_3,2026-03-13T11:38:59+00:00,39.3,89,133,90
sensor_4,2026-03-13T11:38:59+00:00,29.1,80,110,92
sensor_5,2026-03-13T11:38:59+00:00,29.2,43,173,69
sensor_1,2026-03-13T11:39:01+00:00,28.6,32,187,38
sensor_2,2026-03-13T11:39:01+00:00,24.9,28,48,70
sensor_3,2026-03-13T11:39:01+00:00,18.1,83,136,63
sensor_4,2026-03-13T11:39:01+00:00,37.2,90,47,56
sensor_5,2026-03-13T11:39:01+00:00,30.1,85,118,75
sensor_1,2026-03-13T11:39:03+00:00,39.3,43,135,30
sensor_2,2026-03-13T11:39:03+00:00,22.3,37,121,94
sensor_3,2026-03-13T11:39:03+00:00,20.0,83,195,87
sensor_4,2026-03-13T11:39:03+00:00,18.7,37,136,47
sensor_5,2026-03-13T11:39:03+00:00,39.8,57,159,80
sensor_1,2026-03-13T11:39:05+00:00,27.7,75,87,32
sensor_2,2026-03-13T11:39:05+00:00,18.2,26,62,33
sensor_3,2026-03-13T11:39:05+00:00,18.9,38,93,54
sensor_4,2026-03-13T11:39:05+00:00,18.5,31,159,56
sensor_5,2026-03-13T11:39:05+00:00,27.7,39,116,50
sensor_1,2026-03-13T11:39:07+00:00,31.9,58,190,32
sensor_2,2026-03-13T11:39:07+00:00,36.9,35,191,52
sensor_3,2026-03-13T11:39:07+00:00,22.0,29,106,35
sensor_4,2026-03-13T11:39:07+00:00,28.6,23,57,75
sensor_5,2026-03-13T11:39:07+00:00,37.7,47,119,59
sensor_1,2026-03-13T11:39:09+00:00,39.3,21,44,76
sensor_2,2026-03-13T11:39:09+00:00,39.1,53,162,58
sensor_3,2026-03-13T11:39:09+00:00,26.9,22,77,83
sensor_4,2026-03-13T11:39:09+00:00,25.2,67,164,31
sensor_5,2026-03-13T11:39:09+00:00,22.8,71,220,61
sensor_1,2026-03-13T11:39:11+00:00,26.4,44,58,78
sensor_2,2026-03-13T11:39:11+00:00,39.7,40,67,89
sensor_3,2026-03-13T11:39:11+00:00,38.9,43,84,74
sensor_4,2026-03-13T11:39:11+00:00,25.0,20,209,81
sensor_5,2026-03-13T11:39:11+00:00,38.4,85,44,80
sensor_1,2026-03-13T11:39:13+00:00,24.1,78,105,88
sensor_2,2026-03-13T11:39:13+00:00,29.3,72,126,55
sensor_3,2026-03-13T11:39:13+00:00,23.8,32,102,59
sensor_4,2026-03-13T11:39:13+00:00,21.4,59,138,63
sensor_5,2026-03-13T11:39:13+00:00,23.5,64,36,95
sensor_1,2026-03-13T11:39:15+00:00,32.7,79,156,79
sensor_2,2026-03-13T11:39:15+00:00,31.9,87,37,48
sensor_3,2026-03-13T11:39:15+00:00,22.2,52,138,41
sensor_4,2026-03-13T11:39:15+00:00,24.9,47,119,48
sensor_5,2026-03-13T11:39:15+00:00,27.7,42,179,85
sensor_1,2026-03-13T11:39:17+00:00,21.1,53,186,42
sensor_2,2026-03-13T11:39:17+00:00,27.7,54,40,64
sensor_3,2026-03-13T11:39:17+00:00,25.6,53,185,89
sensor_4,2026-03-13T11:39:17+00:00,21.1,69,163,48
sensor_5,2026-03-13T11:39:17+00:00,29.0,32,208,31
sensor_1,2026-03-13T11:39:19+00:00,33.5,70,116,85
sensor_2,2026-03-13T11:39:19+00:00,39.2,40,79,31
sensor_3,2026-03-13T11:39:19+00:00,27.8,76,179,41
sensor_4,2026-03-13T11:39:19+00:00,23.7,37,66,33
sensor_5,2026-03-13T11:39:19+00:00,37.3,31,217,78
sensor_1,2026-03-13T11:39:21+00:00,35.7,40,179,70
sensor_2,2026-03-13T11:39:21+00:00,39.2,75,185,93
sensor_3,2026-03-13T11:39:21+00:00,35.3,52,150,74
sensor_4,2026-03-13T11:39:21+00:00,32.0,35,196,51
sensor_5,2026-03-13T11:39:21+00:00,23.7,53,156,45
sensor_1,2026-03-13T11:39:23+00:00,22.1,47,38,71
sensor_2,2026-03-13T11:39:23+00:00,24.5,61,182,85
sensor_3,2026-03-13T11:39:23+00:00,24.7,54,101,67
sensor_4,2026-03-13T11:39:23+00:00,25.1,39,193,88
sensor_5,2026-03-13T11:39:23+00:00,26.2,57,114,81
sensor_1,2026-03-13T11:39:25+00:00,21.6,61,113,70
sensor_2,2026-03-13T11:39:25+00:00,35.8,67,85,88
sensor_3,2026-03-13T11:39:25+00:00,32.0,44,59,51
sensor_4,2026-03-13T11:39:25+00:00,31.3,25,100,38
sensor_5,2026-03-13T11:39:25+00:00,29.4,47,154,74
sensor_1,2026-03-13T11:39:27+00:00,21.3,60,24,31
sensor_2,2026-03-13T11:39:27+00:00,33.1,67,80,85
sensor_3,2026-03-13T11:39:27+00:00,24.7,35,42,30
sensor_4,2026-03-13T11:39:27+00:00,34.2,67,62,55
sensor_5,2026-03-13T11:39:27+00:00,24.7,21,168,77
sensor_1,2026-03-13T11:39:29+00:00,22.3,80,29,82
sensor_2,2026-03-13T11:39:29+00:00,38.8,81,149,48
sensor_3,2026-03-13T11:39:29+00:00,34.1,77,109,66
sensor_4,2026-03-13T11:39:29+00:00,24.5,85,138,31
sensor_5,2026-03-13T11:39:29+00:00,33.4,59,202,68
sensor_1,2026-03-13T11:39:31+00:00,37.8,21,45,34
sensor_2,2026-03-13T11:39:31+00:00,36.8,24,175,47
sensor_3,2026-03-13T11:39:31+00:00,23.6,41,97,64
sensor_4,2026-03-13T11:39:31+00:00,29.2,42,151,43
sensor_5,2026-03-13T11:39:31+00:00,21.9,77,185,51
sensor_1,2026-03-13T11:39:33+00:00,23.5,53,210,69
sensor_2,2026-03-13T11:39:33+00:00,39.1,59,145,32
sensor_3,2026-03-13T11:39:33+00:00,24.1,35,69,65
sensor_4,2026-03-13T11:39:33+00:00,39.7,59,122,85
sensor_5,2026-03-13T11:39:33+00:00,25.8,39,86,85
sensor_1,2026-03-13T11:39:35+00:00,26.5,64,27,93
sensor_2,2026-03-13T11:39:35+00:00,28.3,78,134,92
sensor_3,2026-03-13T11:39:35+00:00,32.3,24,23,64
sensor_4,2026-03-13T11:39:35+00:00,35.8,58,81,53
sensor_5,2026-03-13T11:39:35+00:00,28.4,79,112,60
sensor_1,2026-03-13T11:39:37+00:00,35.1,55,43,67
sensor_2,2026-03-13T11:39:37+00:00,21.5,54,87,64
sensor_3,2026-03-13T11:39:37+00:00,30.6,28,98,61
sensor_4,2026-03-13T11:39:37+00:00,21.3,23,107,56
sensor_5,2026-03-13T11:39:37+00:00,34.1,88,216,84
sensor_1,2026-03-13T11:39:39+00:00,26.0,77,85,79
sensor_2,2026-03-13T11:39:39+00:00,31.5,82,211,36
sensor_3,2026-03-13T11:39:39+00:00,23.0,35,29,68
sensor_4,2026-03-13T11:39:39+00:00,18.8,65,50,66
sensor_5,2026-03-13T11:39:39+00:00,19.8,61,53,30
sensor_1,2026-03-13T11:39:41+00:00,21.0,28,182,53
sensor_2,2026-03-13T11:39:41+00:00,26.0,29,118,80
sensor_3,2026-03-13T11:39:41+00:00,19.1,34,126,35
sensor_4,2026-03-13T11:39:41+00:00,18.8,78,209,85
sensor_5,2026-03-13T11:39:41+00:00,32.9,34,101,82
sensor_1,2026-03-13T11:39:43+00:00,23.9,47,54,69
sensor_2,2026-03-13T11:39:43+00:00,28.3,39,185,58
sensor_3,2026-03-13T11:39:43+00:00,29.5,60,56,70
sensor_4,2026-03-13T11:39:43+00:00,24.9,24,193,64
sensor_5,2026-03-13T11:39:43+00:00,28.9,60,50,93
sensor_1,2026-03-13T11:39:45+00:00,28.9,84,49,92
sensor_2,2026-03-13T11:39:45+00:00,32.8,77,85,41
sensor_3,2026-03-13T11:39:45+00:00,27.5,25,108,56
sensor_4,2026-03-13T11:39:45+00:00,36.2,58,218,31
sensor_5,2026-03-13T11:39:45+00:00,39.3,66,25,70
sensor_1,2026-03-13T11:39:47+00:00,32.8,35,213,66
sensor_2,2026-03-13T11:39:47+00:00,31.6,57,217,49
sensor_3,2026-03-13T11:39:47+00:00,37.0,51,50,85
sensor_4,2026-03-13T11:39:47+00:00,23.0,82,132,86
sensor_5,2026-03-13T11:39:47+00:00,20.1,36,44,88
sensor_1,2026-03-13T11:39:49+00:00,22.2,33,189,95
sensor_2,2026-03-13T11:39:49+00:00,27.1,54,203,44
sensor_3,2026-03-13T11:39:49+00:00,30.1,70,154,66
sensor_4,2026-03-13T11:39:49+00:00,28.0,71,37,37
sensor_5,2026-03-13T11:39:49+00:00,26.5,51,102,55
sensor_1,2026-03-13T11:39:51+00:00,27.3,76,98,47
sensor_2,2026-03-13T11:39:51+00:00,39.4,32,37,92
sensor_3,2026-03-13T11:39:51+00:00,24.2,76,39,88
sensor_4,2026-03-13T11:39:51+00:00,35.4,54,150,61
sensor_5,2026-03-13T11:39:51+00:00,33.3,55,215,56
sensor_1,2026-03-13T11:39:53+00:00,24.6,49,180,94
sensor_2,2026-03-13T11:39:53+00:00,38.8,89,144,34
sensor_3,2026-03-13T11:39:53+00:00,36.1,40,32,83
sensor_4,2026-03-13T11:39:53+00:00,31.1,77,198,53
sensor_5,2026-03-13T11:39:53+00:00,26.6,24,215,78
sensor_1,2026-03-13T11:39:55+00:00,18.3,23,46,38
sensor_2,2026-03-13T11:39:55+00:00,24.2,24,109,62
sensor_3,2026-03-13T11:39:55+00:00,19.7,64,129,85
sensor_4,2026-03-13T11:39:55+00:00,33.3,23,92,62
sensor_5,2026-03-13T11:39:55+00:00,26.4,62,187,53
sensor_1,2026-03-13T11:39:57+00:00,34.3,25,34,89
sensor_2,2026-03-13T11:39:57+00:00,20.2,23,78,46
sensor_3,2026-03-13T11:39:57+00:00,21.7,52,168,53
sensor_4,2026-03-13T11:39:57+00:00,27.4,55,21,62
sensor_5,2026-03-13T11:39:57+00:00,37.3,22,216,55
sensor_1,2026-03-13T11:39:59+00:00,30.4,63,110,56
sensor_2,2026-03-13T11:39:59+00:00,24.8,62,123,71
sensor_3,2026-03-13T11:39:59+00:00,24.6,31,199,47
sensor_4,2026-03-13T11:39:59+00:00,29.1,49,40,43
sensor_5,2026-03-13T11:39:59+00:00,28.8,73,35,34
sensor_1,2026-03-13T11:40:01+00:00,39.1,90,107,59
sensor_2,2026-03-13T11:40:01+00:00,30.3,47,130,56
sensor_3,2026-03-13T11:40:01+00:00,32.1,20,43,72
sensor_4,2026-03-13T11:40:01+00:00,30.0,86,49,69
sensor_5,2026-03-13T11:40:01+00:00,36.5,43,129,89
sensor_1,2026-03-13T11:40:03+00:00,27.6,42,102,73
sensor_2,2026-03-13T11:40:03+00:00,38.5,70,198,66
sensor_3,2026-03-13T11:40:03+00:00,18.9,49,94,83
sensor_4,2026-03-13T11:40:03+00:00,27.2,39,51,85
sensor_5,2026-03-13T11:40:03+00:00,22.7,47,162,65
sensor_1,2026-03-13T11:40:05+00:00,34.0,61,124,80
sensor_2,2026-03-13T11:40:05+00:00,22.4,64,56,30
sensor_3,2026-03-13T11:40:05+00:00,37.2,69,99,70
sensor_4,2026-03-13T11:40:05+00:00,27.2,41,141,37
sensor_5,2026-03-13T11:40:05+00:00,22.9,87,88,75
sensor_1,2026-03-13T11:40:07+00:00,25.0,24,23,61
sensor_2,2026-03-13T11:40:07+00:00,22.9,53,30,31
sensor_3,2026-03-13T11:40:07+00:00,38.7,44,58,50
sensor_4,2026-03-13T11:40:07+00:00,35.0,32,154,50
sensor_5,2026-03-13T11:40:07+00:00,32.2,42,217,93
sensor_1,2026-03-13T11:40:09+00:00,39.5,87,64,47
sensor_2,2026-03-13T11:40:09+00:00,18.5,90,104,51
sensor_3,2026-03-13T11:40:09+00:00,36.2,57,83,76
sensor_4,2026-03-13T11:40:09+00:00,36.1,33,149,81
sensor_5,2026-03-13T11:40:09+00:00,39.4,82,130,33
sensor_1,2026-03-13T11:40:11+00:00,39.8,86,208,55
sensor_2,2026-03-13T11:40:11+00:00,22.1,50,172,31
sensor_3,2026-03-13T11:40:11+00:00,36.7,46,124,45
sensor_4,2026-03-13T11:40:11+00:00,26.3,24,34,35
sensor_5,2026-03-13T11:40:11+00:00,28.0,60,68,71
sensor_1,2026-03-13T11:40:13+00:00,24.0,59,187,42
sensor_2,2026-03-13T11:40:13+00:00,20.5,40,23,50
sensor_3,2026-03-13T11:40:13+00:00,31.8,38,145,44
sensor_4,2026-03-13T11:40:13+00:00,30.4,20,208,60
sensor_5,2026-03-13T11:40:13+00:00,37.5,90,122,40
sensor_1,2026-03-13T11:40:15+00:00,31.0,26,194,52
sensor_2,2026-03-13T11:40:15+00:00,30.5,67,37,64
sensor_3,2026-03-13T11:40:15+00:00,35.9,86,217,42
sensor_4,2026-03-13T11:40:15+00:00,23.5,57,118,59
sensor_5,2026-03-13T11:40:15+00:00,26.8,82,42,42
sensor_1,2026-03-13T11:40:17+00:00,25.1,65,23,77
sensor_2,2026-03-13T11:40:17+00:00,25.6,25,176,78
sensor_3,2026-03-13T11:40:17+00:00,38.4,59,141,65
sensor_4,2026-03-13T11:40:17+00:00,33.5,78,185,60
sensor_5,2026-03-13T11:40:17+00:00,22.8,90,83,55
sensor_1,2026-03-13T11:40:19+00:00,26.0,50,200,84
sensor_2,2026-03-13T11:40:19+00:00,19.3,38,75,87
sensor_3,2026-03-13T11:40:19+00:00,27.5,37,60,40
sensor_4,2026-03-13T11:40:19+00:00,28.0,48,163,54
sensor_5,2026-03-13T11:40:19+00:00,35.0,68,88,35
sensor_1,2026-03-13T11:40:21+00:00,23.6,22,90,39
sensor_2,2026-03-13T11:40:21+00:00,27.3,65,66,45
sensor_3,2026-03-13T11:40:21+00:00,21.4,45,175,32
sensor_4,2026-03-13T11:40:21+00:00,27.2,55,136,70
sensor_5,2026-03-13T11:40:21+00:00,38.4,41,194,85
sensor_1,2026-03-13T11:40:23+00:00,29.4,56,194,75
sensor_2,2026-03-13T11:40:23+00:00,32.8,55,109,75
sensor_3,2026-03-13T11:40:23+00:00,32.9,68,77,48
sensor_4,2026-03-13T11:40:23+00:00,34.5,85,20,88
sensor_5,2026-03-13T11:40:23+00:00,32.9,41,57,42
sensor_1,2026-03-13T11:40:25+00:00,24.8,51,52,88
sensor_2,2026-03-13T11:40:25+00:00,26.4,66,39,56
sensor_3,2026-03-13T11:40:25+00:00,27.4,71,66,32
sensor_4,2026-03-13T11:40:25+00:00,26.9,70,79,81
sensor_5,2026-03-13T11:40:25+00:00,38.8,36,134,66
sensor_1,2026-03-13T11:40:27+00:00,35.0,34,162,42
sensor_2,2026-03-13T11:40:27+00:00,32.0,38,170,57
sensor_3,2026-03-13T11:40:27+00:00,36.3,49,57,92
sensor_4,2026-03-13T11:40:27+00:00,30.4,53,203,43
sensor_5,2026-03-13T11:40:27+00:00,30.7,47,92,35
sensor_1,2026-03-13T11:40:29+00:00,29.9,28,132,38
sensor_2,2026-03-13T11:40:29+00:00,32.0,59,205,69
sensor_3,2026-03-13T11:40:29+00:00,29.2,72,202,45
sensor_4,2026-03-13T11:40:29+00:00,28.8,34,84,65
sensor_5,2026-03-13T11:40:29+00:00,31.6,26,143,91
sensor_1,2026-03-13T11:40:31+00:00,39.6,32,39,58
sensor_2,2026-03-13T11:40:31+00:00,18.2,34,179,72
sensor_3,2026-03-13T11:40:31+00:00,31.8,53,145,31
sensor_4,2026-03-13T11:40:31+00:00,26.1,76,118,64
sensor_5,2026-03-13T11:40:31+00:00,25.7,34,150,52
sensor_1,2026-03-13T11:40:33+00:00,26.2,90,72,38
sensor_2,2026-03-13T11:40:33+00:00,26.8,50,146,36
sensor_3,2026-03-13T11:40:33+00:00,31.9,69,35,90
sensor_4,2026-03-13T11:40:33+00:00,36.3,56,92,35
sensor_5,2026-03-13T11:40:33+00:00,20.0,58,192,80
sensor_1,2026-03-13T11:40:35+00:00,22.8,40,45,63
sensor_2,2026-03-13T11:40:35+00:00,39.9,23,27,35
sensor_3,2026-03-13T11:40:35+00:00,24.5,60,159,77
sensor_4,2026-03-13T11:40:35+00:00,33.4,28,102,95
sensor_5,2026-03-13T11:40:35+00:00,36.7,23,45,40
sensor_1,2026-03-13T11:40:37+00:00,30.0,37,215,83
sensor_2,2026-03-13T11:40:37+00:00,26.4,24,143,41
sensor_3,2026-03-13T11:40:37+00:00,20.5,85,218,91
sensor_4,2026-03-13T11:40:37+00:00,38.6,77,185,69
sensor_5,2026-03-13T11:40:37+00:00,36.8,51,88,94
sensor_1,2026-03-13T11:40:39+00:00,20.2,31,215,54
sensor_2,2026-03-13T11:40:39+00:00,38.5,68,219,84
sensor_3,2026-03-13T11:40:39+00:00,26.6,87,40,38
sensor_4,2026-03-13T11:40:39+00:00,27.2,51,52,87
sensor_5,2026-03-13T11:40:39+00:00,37.0,68,105,39
sensor_1,2026-03-13T11:40:41+00:00,20.4,79,165,62
sensor_2,2026-03-13T11:40:41+00:00,27.6,62,20,42
sensor_3,2026-03-13T11:40:41+00:00,29.7,81,194,94
sensor_4,2026-03-13T11:40:41+00:00,24.0,80,104,31
sensor_5,2026-03-13T11:40:41+00:00,21.9,59,104,83
sensor_1,2026-03-13T11:40:43+00:00,34.1,30,85,79
sensor_2,2026-03-13T11:40:43+00:00,32.3,53,180,91
sensor_3,2026-03-13T11:40:43+00:00,33.6,43,154,86
sensor_4,2026-03-13T11:40:43+00:00,25.6,37,133,66
sensor_5,2026-03-13T11:40:43+00:00,34.9,23,119,85
sensor_1,2026-03-13T11:40:45+00:00,29.8,86,217,67
sensor_2,2026-03-13T11:40:45+00:00,38.8,24,200,41
sensor_3,2026-03-13T11:40:45+00:00,28.1,79,86,81
sensor_4,2026-03-13T11:40:45+00:00,20.2,53,50,95
sensor_5,2026-03-13T11:40:45+00:00,24.5,23,203,82
sensor_1,2026-03-13T11:40:47+00:00,37.4,21,203,70
sensor_2,2026-03-13T11:40:47+00:00,24.9,72,102,81
sensor_3,2026-03-13T11:40:47+00:00,30.9,34,97,89
